0.3974	0.22318	0.02225	0.29853	0.02719
0.44805	0.26129	0.03149	0.34245	0.02976
0.47454	0.27767	0.08645	0.43272	0.03695
0.47456	0.23256	0.12296	0.5956	0.05004
0.47162	0.22107	0.13828	0.63088	0.05393
0.47199	0.22485	0.16002	0.65756	0.05741
0.4805	0.23919	0.16225	0.66741	0.06258
0.49623	0.23615	0.14174	0.66718	0.07162
0.50261	0.22911	0.13002	0.6694	0.0741
0.50261	0.23375	0.12656	0.69149	0.08871
0.72856	0.4835	0.35346	0.79291	0.26527
0.6217	0.52304	0.35445	0.81825	0.37083
